Capacity,ParallelTime,Speedup
1,0.608,1.011513157894737
2,0.6093333333333333,1.0092997811816193
4,0.6156666666666667,0.9989171629669734
8,0.6046666666666667,1.0170893054024255
16,0.6146666666666666,1.000542299349241
32,0.614,1.001628664495114
64,0.6106666666666666,1.0070960698689957
